COUNTY,STATE,POPULATION,DATE
Marshall County, Illinois,11730,2017-07-01
Mason County, Illinois,13715,2017-07-01
Massac County, Illinois,14344,2017-07-01
Menard County, Illinois,12245,2017-07-01
Mercer County, Illinois,15618,2017-07-01
Monroe County, Illinois,34097,2017-07-01
Montgomery County, Illinois,28790,2017-07-01
Morgan County, Illinois,33798,2017-07-01
Moultrie County, Illinois,14688,2017-07-01
Isabella County, Michigan,71063,2017-07-01
Jackson County, Michigan,158640,2017-07-01
Kalamazoo County, Michigan,262985,2017-07-01
Kalkaska County, Michigan,17634,2017-07-01
Kent County, Michigan,648594,2017-07-01
Keweenaw County, Michigan,2105,2017-07-01
Nicollet County, Minnesota,33966,2017-07-01
Nobles County, Minnesota,21944,2017-07-01
Norman County, Minnesota,6597,2017-07-01
Olmsted County, Minnesota,154930,2017-07-01
Otter Tail County, Minnesota,58345,2017-07-01
Pennington County, Minnesota,14238,2017-07-01
Oldham County, Kentucky,66415,2017-07-01
Owen County, Kentucky,10765,2017-07-01
Owsley County, Kentucky,4435,2017-07-01
Pendleton County, Kentucky,14573,2017-07-01
Perry County, Kentucky,26553,2017-07-01
Pike County, Kentucky,58883,2017-07-01
West Feliciana Parish, Louisiana,15380,2017-07-01
Winn Parish, Louisiana,14311,2017-07-01
Androscoggin County, Maine,107651,2017-07-01
Aroostook County, Maine,67653,2017-07-01
Cumberland County, Maine,292500,2017-07-01
Franklin County, Maine,29988,2017-07-01
Hancock County, Maine,54497,2017-07-01
Lake County, Michigan,12013,2017-07-01
Lapeer County, Michigan,88174,2017-07-01
Leelanau County, Michigan,21657,2017-07-01
Lenawee County, Michigan,98623,2017-07-01
Livingston County, Michigan,189651,2017-07-01
Luce County, Michigan,6358,2017-07-01
Pine County, Minnesota,29203,2017-07-01
Pipestone County, Minnesota,9087,2017-07-01
Polk County, Minnesota,31619,2017-07-01
Pope County, Minnesota,10970,2017-07-01
Ramsey County, Minnesota,547974,2017-07-01
Red Lake County, Minnesota,4030,2017-07-01
Powell County, Kentucky,12374,2017-07-01
Pulaski County, Kentucky,64449,2017-07-01
Robertson County, Kentucky,2134,2017-07-01
Rockcastle County, Kentucky,16698,2017-07-01
Rowan County, Kentucky,24517,2017-07-01
Russell County, Kentucky,17775,2017-07-01
Kennebec County, Maine,121821,2017-07-01
Knox County, Maine,39790,2017-07-01
Lincoln County, Maine,34204,2017-07-01
Oxford County, Maine,57439,2017-07-01
Penobscot County, Maine,151957,2017-07-01
Piscataquis County, Maine,16773,2017-07-01
Mackinac County, Michigan,10712,2017-07-01
Macomb County, Michigan,871375,2017-07-01
Manistee County, Michigan,24427,2017-07-01
Marquette County, Michigan,66502,2017-07-01
Mason County, Michigan,29073,2017-07-01
Mecosta County, Michigan,43391,2017-07-01
Redwood County, Minnesota,15272,2017-07-01
Renville County, Minnesota,14645,2017-07-01
Rice County, Minnesota,65968,2017-07-01
Rock County, Minnesota,9490,2017-07-01
Roseau County, Minnesota,15327,2017-07-01
St. Louis County, Minnesota,200000,2017-07-01
Scott County, Kentucky,54873,2017-07-01
Shelby County, Kentucky,47421,2017-07-01
Simpson County, Kentucky,18108,2017-07-01
Spencer County, Kentucky,18507,2017-07-01
Taylor County, Kentucky,25472,2017-07-01
Todd County, Kentucky,12243,2017-07-01
Sagadahoc County, Maine,35392,2017-07-01
Somerset County, Maine,50626,2017-07-01
Waldo County, Maine,39832,2017-07-01
Washington County, Maine,31593,2017-07-01
York County, Maine,204191,2017-07-01
Allegany County, Maryland,71615,2017-07-01
Menominee County, Michigan,23046,2017-07-01
Midland County, Michigan,83411,2017-07-01
Missaukee County, Michigan,14998,2017-07-01
Monroe County, Michigan,149649,2017-07-01
Montcalm County, Michigan,63550,2017-07-01
Montmorency County, Michigan,9250,2017-07-01
Muskegon County, Michigan,173693,2017-07-01
Lamar County, Mississippi,61374,2017-07-01
Lauderdale County, Mississippi,76155,2017-07-01
Lawrence County, Mississippi,12643,2017-07-01
Leake County, Mississippi,22715,2017-07-01
Lee County, Mississippi,84933,2017-07-01
Leflore County, Mississippi,29223,2017-07-01
Trigg County, Kentucky,14444,2017-07-01
Trimble County, Kentucky,8561,2017-07-01
Union County, Kentucky,14668,2017-07-01
Warren County, Kentucky,128845,2017-07-01
Washington County, Kentucky,12126,2017-07-01
Wayne County, Kentucky,20716,2017-07-01
Webster County, Kentucky,13018,2017-07-01
Anne Arundel County, Maryland,573235,2017-07-01
Baltimore County, Maryland,832468,2017-07-01
Calvert County, Maryland,91502,2017-07-01
Caroline County, Maryland,33193,2017-07-01
Carroll County, Maryland,167781,2017-07-01
Cecil County, Maryland,102746,2017-07-01
Newaygo County, Michigan,48242,2017-07-01
Oakland County, Michigan,1250836,2017-07-01
Oceana County, Michigan,26442,2017-07-01
Ogemaw County, Michigan,20981,2017-07-01
Ontonagon County, Michigan,5881,2017-07-01
Osceola County, Michigan,23260,2017-07-01
Lincoln County, Mississippi,34347,2017-07-01
Lowndes County, Mississippi,59186,2017-07-01
Madison County, Mississippi,104618,2017-07-01
Marion County, Mississippi,25069,2017-07-01
Marshall County, Mississippi,35619,2017-07-01
Monroe County, Mississippi,35872,2017-07-01
Whitley County, Kentucky,36214,2017-07-01
Wolfe County, Kentucky,7264,2017-07-01
Woodford County, Kentucky,26368,2017-07-01
Acadia Parish, Louisiana,62590,2017-07-01
Allen Parish, Louisiana,25621,2017-07-01
Ascension Parish, Louisiana,122948,2017-07-01
Charles County, Maryland,159700,2017-07-01
Dorchester County, Maryland,32162,2017-07-01
Frederick County, Maryland,252022,2017-07-01
Garrett County, Maryland,29233,2017-07-01
Harford County, Maryland,252160,2017-07-01
Howard County, Maryland,321113,2017-07-01
Oscoda County, Michigan,8287,2017-07-01
Otsego County, Michigan,24538,2017-07-01
Ottawa County, Michigan,286383,2017-07-01
Presque Isle County, Michigan,12791,2017-07-01
Roscommon County, Michigan,23895,2017-07-01
Saginaw County, Michigan,191934,2017-07-01
Scott County, Minnesota,145827,2017-07-01
Sherburne County, Minnesota,94570,2017-07-01
Sibley County, Minnesota,14869,2017-07-01
Stearns County, Minnesota,157822,2017-07-01
Steele County, Minnesota,36887,2017-07-01
Stevens County, Minnesota,9634,2017-07-01
Assumption Parish, Louisiana,22526,2017-07-01
Avoyelles Parish, Louisiana,40980,2017-07-01
Beauregard Parish, Louisiana,36928,2017-07-01
Bienville Parish, Louisiana,13638,2017-07-01
Bossier Parish, Louisiana,127634,2017-07-01
Caddo Parish, Louisiana,246581,2017-07-01
Kent County, Maryland,19384,2017-07-01
Montgomery County, Maryland,1058810,2017-07-01
Prince George's County, Maryland,912756,2017-07-01
Queen Anne's County, Maryland,49770,2017-07-01
St. Mary's County, Maryland,112667,2017-07-01
Somerset County, Maryland,25918,2017-07-01
St. Clair County, Michigan,159350,2017-07-01
St. Joseph County, Michigan,60947,2017-07-01
Sanilac County, Michigan,41269,2017-07-01
Schoolcraft County, Michigan,8049,2017-07-01
Shiawassee County, Michigan,68446,2017-07-01
Tuscola County, Michigan,52764,2017-07-01
Swift County, Minnesota,9407,2017-07-01
Todd County, Minnesota,24515,2017-07-01
Traverse County, Minnesota,3319,2017-07-01
Wabasha County, Minnesota,21608,2017-07-01
Wadena County, Minnesota,13669,2017-07-01
Waseca County, Minnesota,18787,2017-07-01
Calcasieu Parish, Louisiana,202445,2017-07-01
Caldwell Parish, Louisiana,9950,2017-07-01
Cameron Parish, Louisiana,6912,2017-07-01
Catahoula Parish, Louisiana,9875,2017-07-01
Claiborne Parish, Louisiana,15969,2017-07-01
Concordia Parish, Louisiana,19866,2017-07-01
Talbot County, Maryland,37103,2017-07-01
Washington County, Maryland,150578,2017-07-01
Wicomico County, Maryland,102923,2017-07-01
Worcester County, Maryland,51690,2017-07-01
Baltimore city, Maryland,611648,2017-07-01
Barnstable County, Massachusetts,213444,2017-07-01
Van Buren County, Michigan,75353,2017-07-01
Washtenaw County, Michigan,367627,2017-07-01
Wayne County, Michigan,1753616,2017-07-01
Wexford County, Michigan,33276,2017-07-01
Aitkin County, Minnesota,15829,2017-07-01
Anoka County, Minnesota,351373,2017-07-01
Washington County, Minnesota,256348,2017-07-01
Watonwan County, Minnesota,10840,2017-07-01
Wilkin County, Minnesota,6324,2017-07-01
Winona County, Minnesota,50873,2017-07-01
Wright County, Minnesota,134286,2017-07-01
Yellow Medicine County, Minnesota,9867,2017-07-01
De Soto Parish, Louisiana,27340,2017-07-01
East Baton Rouge Parish, Louisiana,446268,2017-07-01
East Carroll Parish, Louisiana,7126,2017-07-01
East Feliciana Parish, Louisiana,19412,2017-07-01
Evangeline Parish, Louisiana,33708,2017-07-01
Franklin Parish, Louisiana,20260,2017-07-01
Berkshire County, Massachusetts,126313,2017-07-01
Bristol County, Massachusetts,561483,2017-07-01
Dukes County, Massachusetts,17325,2017-07-01
Essex County, Massachusetts,785205,2017-07-01
Franklin County, Massachusetts,70702,2017-07-01
Hampden County, Massachusetts,469818,2017-07-01
Becker County, Minnesota,34098,2017-07-01
Beltrami County, Minnesota,46513,2017-07-01
Benton County, Minnesota,39937,2017-07-01
Big Stone County, Minnesota,5026,2017-07-01
Blue Earth County, Minnesota,66973,2017-07-01
Brown County, Minnesota,25194,2017-07-01
Adams County, Mississippi,31003,2017-07-01
Alcorn County, Mississippi,37210,2017-07-01
Amite County, Mississippi,12447,2017-07-01
Attala County, Mississippi,18477,2017-07-01
Benton County, Mississippi,8312,2017-07-01
Bolivar County, Mississippi,31945,2017-07-01
Grant Parish, Louisiana,22336,2017-07-01
Iberia Parish, Louisiana,72176,2017-07-01
Iberville Parish, Louisiana,33027,2017-07-01
Jackson Parish, Louisiana,15846,2017-07-01
Jefferson Parish, Louisiana,439036,2017-07-01
Jefferson Davis Parish, Louisiana,31477,2017-07-01
Hampshire County, Massachusetts,161834,2017-07-01
Middlesex County, Massachusetts,1602947,2017-07-01
Nantucket County, Massachusetts,11229,2017-07-01
Norfolk County, Massachusetts,700322,2017-07-01
Plymouth County, Massachusetts,515142,2017-07-01
Suffolk County, Massachusetts,797939,2017-07-01
Carlton County, Minnesota,35498,2017-07-01
Carver County, Minnesota,102119,2017-07-01
Cass County, Minnesota,29355,2017-07-01
Chippewa County, Minnesota,11980,2017-07-01
Chisago County, Minnesota,55308,2017-07-01
Clay County, Minnesota,63569,2017-07-01
Calhoun County, Mississippi,14492,2017-07-01
Carroll County, Mississippi,10139,2017-07-01
Chickasaw County, Mississippi,17146,2017-07-01
Choctaw County, Mississippi,8278,2017-07-01
Claiborne County, Mississippi,8950,2017-07-01
Clarke County, Mississippi,15828,2017-07-01
Lafayette Parish, Louisiana,242485,2017-07-01
Lafourche Parish, Louisiana,98426,2017-07-01
LaSalle Parish, Louisiana,14933,2017-07-01
Lincoln Parish, Louisiana,47744,2017-07-01
Livingston Parish, Louisiana,138228,2017-07-01
Madison Parish, Louisiana,11316,2017-07-01
Worcester County, Massachusetts,826116,2017-07-01
Alcona County, Michigan,10351,2017-07-01
Alger County, Michigan,9121,2017-07-01
Allegan County, Michigan,116447,2017-07-01
Alpena County, Michigan,28462,2017-07-01
Antrim County, Michigan,23292,2017-07-01
Clearwater County, Minnesota,8878,2017-07-01
Cook County, Minnesota,5398,2017-07-01
Cottonwood County, Minnesota,11295,2017-07-01
Crow Wing County, Minnesota,64424,2017-07-01
Dakota County, Minnesota,421751,2017-07-01
Dodge County, Minnesota,20762,2017-07-01
Clay County, Mississippi,19640,2017-07-01
Coahoma County, Mississippi,23154,2017-07-01
Copiah County, Mississippi,28516,2017-07-01
Covington County, Mississippi,19079,2017-07-01
DeSoto County, Mississippi,178751,2017-07-01
Forrest County, Mississippi,75471,2017-07-01
Morehouse Parish, Louisiana,25641,2017-07-01
Natchitoches Parish, Louisiana,39021,2017-07-01
Orleans Parish, Louisiana,393292,2017-07-01
Ouachita Parish, Louisiana,155874,2017-07-01
Plaquemines Parish, Louisiana,23348,2017-07-01
Pointe Coupee Parish, Louisiana,22268,2017-07-01
Arenac County, Michigan,15045,2017-07-01
Baraga County, Michigan,8441,2017-07-01
Barry County, Michigan,60586,2017-07-01
Bay County, Michigan,104239,2017-07-01
Benzie County, Michigan,17573,2017-07-01
Berrien County, Michigan,154259,2017-07-01
Douglas County, Minnesota,37575,2017-07-01
Faribault County, Minnesota,13784,2017-07-01
Fillmore County, Minnesota,20980,2017-07-01
Freeborn County, Minnesota,30535,2017-07-01
Goodhue County, Minnesota,46304,2017-07-01
Grant County, Minnesota,5941,2017-07-01
Franklin County, Mississippi,7765,2017-07-01
George County, Mississippi,24094,2017-07-01
Greene County, Mississippi,13345,2017-07-01
Grenada County, Mississippi,21087,2017-07-01
Hancock County, Mississippi,47053,2017-07-01
Harrison County, Mississippi,205027,2017-07-01
Rapides Parish, Louisiana,131648,2017-07-01
Red River Parish, Louisiana,8536,2017-07-01
Richland Parish, Louisiana,20411,2017-07-01
Sabine Parish, Louisiana,24018,2017-07-01
St. Bernard Parish, Louisiana,46202,2017-07-01
St. Charles Parish, Louisiana,52749,2017-07-01
Branch County, Michigan,43410,2017-07-01
Calhoun County, Michigan,134128,2017-07-01
Cass County, Michigan,51381,2017-07-01
Charlevoix County, Michigan,26139,2017-07-01
Cheboygan County, Michigan,25369,2017-07-01
Chippewa County, Michigan,37711,2017-07-01
Hennepin County, Minnesota,1252024,2017-07-01
Houston County, Minnesota,18660,2017-07-01
Hubbard County, Minnesota,21018,2017-07-01
Isanti County, Minnesota,39582,2017-07-01
Itasca County, Minnesota,45137,2017-07-01
Jackson County, Minnesota,9946,2017-07-01
Hinds County, Mississippi,239497,2017-07-01
Holmes County, Mississippi,17739,2017-07-01
Humphreys County, Mississippi,8342,2017-07-01
Issaquena County, Mississippi,1339,2017-07-01
Itawamba County, Mississippi,23508,2017-07-01
Jackson County, Mississippi,142152,2017-07-01
St. Helena Parish, Louisiana,10363,2017-07-01
St. James Parish, Louisiana,21367,2017-07-01
St. John the Baptist Parish, Louisiana,43441,2017-07-01
St. Landry Parish, Louisiana,83497,2017-07-01
St. Martin Parish, Louisiana,54171,2017-07-01
Clare County, Michigan,30653,2017-07-01
Clinton County, Michigan,78443,2017-07-01
Crawford County, Michigan,13907,2017-07-01
Delta County, Michigan,35965,2017-07-01
Dickinson County, Michigan,25415,2017-07-01
Eaton County, Michigan,109027,2017-07-01
Emmet County, Michigan,33193,2017-07-01
Kanabec County, Minnesota,16024,2017-07-01
Kandiyohi County, Minnesota,42743,2017-07-01
Kittson County, Minnesota,4250,2017-07-01
Koochiching County, Minnesota,12528,2017-07-01
Lac qui Parle County, Minnesota,6685,2017-07-01
Lake County, Minnesota,10524,2017-07-01
Jasper County, Mississippi,16582,2017-07-01
Jefferson County, Mississippi,7262,2017-07-01
Jefferson Davis County, Mississippi,11314,2017-07-01
Jones County, Mississippi,67930,2017-07-01
Kemper County, Mississippi,9883,2017-07-01
Lafayette County, Mississippi,54374,2017-07-01
St. Mary Parish, Louisiana,50973,2017-07-01
St. Tammany Parish, Louisiana,256327,2017-07-01
Tangipahoa Parish, Louisiana,132497,2017-07-01
Tensas Parish, Louisiana,4615,2017-07-01
Terrebonne Parish, Louisiana,112086,2017-07-01
Union Parish, Louisiana,22571,2017-07-01
Genesee County, Michigan,407385,2017-07-01
Gladwin County, Michigan,25234,2017-07-01
Gogebic County, Michigan,15342,2017-07-01
Grand Traverse County, Michigan,91807,2017-07-01
Gratiot County, Michigan,41018,2017-07-01
Hillsdale County, Michigan,45879,2017-07-01
Lake of the Woods County, Minnesota,3744,2017-07-01
Le Sueur County, Minnesota,28111,2017-07-01
Lincoln County, Minnesota,5678,2017-07-01
Lyon County, Minnesota,25831,2017-07-01
McLeod County, Minnesota,35884,2017-07-01
Mahnomen County, Minnesota,5596,2017-07-01
Mason County, Kentucky,17174,2017-07-01
Meade County, Kentucky,28154,2017-07-01
Menifee County, Kentucky,6455,2017-07-01
Mercer County, Kentucky,21521,2017-07-01
Metcalfe County, Kentucky,10107,2017-07-01
Monroe County, Kentucky,10659,2017-07-01
Vermilion Parish, Louisiana,60136,2017-07-01
Vernon Parish, Louisiana,50726,2017-07-01
Washington Parish, Louisiana,46633,2017-07-01
Webster Parish, Louisiana,39378,2017-07-01
West Baton Rouge Parish, Louisiana,26265,2017-07-01
West Carroll Parish, Louisiana,10981,2017-07-01
Houghton County, Michigan,36305,2017-07-01
Huron County, Michigan,31280,2017-07-01
Ingham County, Michigan,290186,2017-07-01
Ionia County, Michigan,64291,2017-07-01
Iosco County, Michigan,25162,2017-07-01
Iron County, Michigan,11124,2017-07-01
Marshall County, Minnesota,9356,2017-07-01
Martin County, Minnesota,19850,2017-07-01
Meeker County, Minnesota,23131,2017-07-01
Mille Lacs County, Minnesota,25872,2017-07-01
Morrison County, Minnesota,33064,2017-07-01
Mower County, Minnesota,39566,2017-07-01
Murray County, Minnesota,8346,2017-07-01
Montgomery County, Kentucky,27928,2017-07-01
Morgan County, Kentucky,13188,2017-07-01
Muhlenberg County, Kentucky,30816,2017-07-01
Nelson County, Kentucky,45640,2017-07-01
Nicholas County, Kentucky,7130,2017-07-01
Ohio County, Kentucky,24182,2017-07-01
Woodbury County, Iowa,102429,2017-07-01
Worth County, Iowa,7469,2017-07-01
Wright County, Iowa,12784,2017-07-01
Allen County, Kansas,12519,2017-07-01
Anderson County, Kansas,7833,2017-07-01
Atchison County, Kansas,16332,2017-07-01
Wabaunsee County, Kansas,6874,2017-07-01
Wallace County, Kansas,1524,2017-07-01
Washington County, Kansas,5485,2017-07-01
Wichita County, Kansas,2125,2017-07-01
Wilson County, Kansas,8675,2017-07-01
Woodson County, Kansas,3147,2017-07-01
Tazewell County, Illinois,133526,2017-07-01
Union County, Illinois,17000,2017-07-01
Vermilion County, Illinois,77909,2017-07-01
Wabash County, Illinois,11489,2017-07-01
Warren County, Illinois,17167,2017-07-01
Washington County, Illinois,14030,2017-07-01
Warrick County, Indiana,62530,2017-07-01
Washington County, Indiana,27827,2017-07-01
Wayne County, Indiana,66185,2017-07-01
Wells County, Indiana,27984,2017-07-01
White County, Indiana,24182,2017-07-01
Whitley County, Indiana,33756,2017-07-01
Barber County, Kansas,4586,2017-07-01
Barton County, Kansas,26476,2017-07-01
Bourbon County, Kansas,14754,2017-07-01
Brown County, Kansas,9641,2017-07-01
Butler County, Kansas,66878,2017-07-01
Chase County, Kansas,2683,2017-07-01
Chautauqua County, Kansas,3363,2017-07-01
Wyandotte County, Kansas,165288,2017-07-01
Adair County, Kentucky,19485,2017-07-01
Allen County, Kentucky,20933,2017-07-01
Anderson County, Kentucky,22544,2017-07-01
Ballard County, Kentucky,8039,2017-07-01
Barren County, Kentucky,43801,2017-07-01
Wayne County, Illinois,16495,2017-07-01
White County, Illinois,13938,2017-07-01
Whiteside County, Illinois,56118,2017-07-01
Will County, Illinois,692661,2017-07-01
Williamson County, Illinois,67328,2017-07-01
Winnebago County, Illinois,284778,2017-07-01
Adair County, Iowa,7054,2017-07-01
Adams County, Iowa,3686,2017-07-01
Allamakee County, Iowa,13884,2017-07-01
Appanoose County, Iowa,12352,2017-07-01
Audubon County, Iowa,5578,2017-07-01
Benton County, Iowa,25642,2017-07-01
Cherokee County, Kansas,20115,2017-07-01
Cheyenne County, Kansas,2683,2017-07-01
Clark County, Kansas,2004,2017-07-01
Clay County, Kansas,7958,2017-07-01
Cloud County, Kansas,8991,2017-07-01
Coffey County, Kansas,8224,2017-07-01
Bath County, Kentucky,12378,2017-07-01
Bell County, Kentucky,26894,2017-07-01
Boone County, Kentucky,130728,2017-07-01
Bourbon County, Kentucky,20029,2017-07-01
Boyd County, Kentucky,47979,2017-07-01
Boyle County, Kentucky,29924,2017-07-01
Bracken County, Kentucky,8267,2017-07-01
Woodford County, Illinois,38726,2017-07-01
Adams County, Indiana,35491,2017-07-01
Allen County, Indiana,372877,2017-07-01
Bartholomew County, Indiana,82040,2017-07-01
Benton County, Indiana,8613,2017-07-01
Blackford County, Indiana,11976,2017-07-01
Black Hawk County, Iowa,132648,2017-07-01
Boone County, Iowa,26484,2017-07-01
Bremer County, Iowa,24911,2017-07-01
Buchanan County, Iowa,21202,2017-07-01
Buena Vista County, Iowa,20110,2017-07-01
Butler County, Iowa,14606,2017-07-01
Calhoun County, Iowa,9746,2017-07-01
Comanche County, Kansas,1790,2017-07-01
Cowley County, Kansas,35361,2017-07-01
Crawford County, Kansas,39034,2017-07-01
Decatur County, Kansas,2885,2017-07-01
Dickinson County, Kansas,18902,2017-07-01
Doniphan County, Kansas,7727,2017-07-01
Breathitt County, Kentucky,12946,2017-07-01
Breckinridge County, Kentucky,20111,2017-07-01
Bullitt County, Kentucky,80246,2017-07-01
Butler County, Kentucky,12831,2017-07-01
Caldwell County, Kentucky,12639,2017-07-01
Calloway County, Kentucky,38919,2017-07-01
Boone County, Indiana,65875,2017-07-01
Brown County, Indiana,15035,2017-07-01
Carroll County, Indiana,20039,2017-07-01
Cass County, Indiana,37994,2017-07-01
Clark County, Indiana,116973,2017-07-01
Clay County, Indiana,26198,2017-07-01
Carroll County, Iowa,20320,2017-07-01
Cass County, Iowa,13145,2017-07-01
Cedar County, Iowa,18543,2017-07-01
Cerro Gordo County, Iowa,43006,2017-07-01
Cherokee County, Iowa,11316,2017-07-01
Chickasaw County, Iowa,12005,2017-07-01
Douglas County, Kansas,120793,2017-07-01
Edwards County, Kansas,2893,2017-07-01
Elk County, Kansas,2498,2017-07-01
Ellis County, Kansas,28689,2017-07-01
Ellsworth County, Kansas,6330,2017-07-01
Finney County, Kansas,37084,2017-07-01
Campbell County, Kentucky,92488,2017-07-01
Carlisle County, Kentucky,4846,2017-07-01
Carroll County, Kentucky,10713,2017-07-01
Carter County, Kentucky,27144,2017-07-01
Casey County, Kentucky,15750,2017-07-01
Christian County, Kentucky,70416,2017-07-01
Clinton County, Indiana,32317,2017-07-01
Crawford County, Indiana,10566,2017-07-01
Daviess County, Indiana,33113,2017-07-01
Dearborn County, Indiana,49741,2017-07-01
Decatur County, Indiana,26737,2017-07-01
DeKalb County, Indiana,42836,2017-07-01
Clarke County, Iowa,9374,2017-07-01
Clay County, Iowa,16170,2017-07-01
Clayton County, Iowa,17637,2017-07-01
Clinton County, Iowa,47010,2017-07-01
Crawford County, Iowa,17056,2017-07-01
Dallas County, Iowa,87235,2017-07-01
Davis County, Iowa,8966,2017-07-01
Ford County, Kansas,34381,2017-07-01
Franklin County, Kansas,25733,2017-07-01
Geary County, Kansas,33855,2017-07-01
Gove County, Kansas,2631,2017-07-01
Graham County, Kansas,2495,2017-07-01
Grant County, Kansas,7526,2017-07-01
Gray County, Kansas,5958,2017-07-01
McCreary County, Kentucky,17465,2017-07-01
McLean County, Kentucky,9201,2017-07-01
Madison County, Kentucky,91226,2017-07-01
Magoffin County, Kentucky,12538,2017-07-01
Marion County, Kentucky,19395,2017-07-01
Marshall County, Kentucky,31382,2017-07-01
Martin County, Kentucky,11452,2017-07-01
Delaware County, Indiana,115184,2017-07-01
Dubois County, Indiana,42558,2017-07-01
Elkhart County, Indiana,205032,2017-07-01
Fayette County, Indiana,23209,2017-07-01
Floyd County, Indiana,77071,2017-07-01
Fountain County, Indiana,16505,2017-07-01
Franklin County, Indiana,22619,2017-07-01
Decatur County, Iowa,7950,2017-07-01
Delaware County, Iowa,17153,2017-07-01
Des Moines County, Iowa,39417,2017-07-01
Dickinson County, Iowa,17199,2017-07-01
Dubuque County, Iowa,97041,2017-07-01
Emmet County, Iowa,9432,2017-07-01
Greeley County, Kansas,1249,2017-07-01
Greenwood County, Kansas,6123,2017-07-01
Hamilton County, Kansas,2640,2017-07-01
Harper County, Kansas,5590,2017-07-01
Harvey County, Kansas,34544,2017-07-01
Haskell County, Kansas,4053,2017-07-01
Franklin County, Kentucky,50485,2017-07-01
Fulton County, Kentucky,6192,2017-07-01
Gallatin County, Kentucky,8776,2017-07-01
Garrard County, Kentucky,17523,2017-07-01
Grant County, Kentucky,24984,2017-07-01
Graves County, Kentucky,37121,2017-07-01
Fulton County, Indiana,20059,2017-07-01
Gibson County, Indiana,33576,2017-07-01
Grant County, Indiana,66491,2017-07-01
Greene County, Indiana,32177,2017-07-01
Hamilton County, Indiana,323747,2017-07-01
Hancock County, Indiana,74985,2017-07-01
Fayette County, Iowa,19796,2017-07-01
Floyd County, Iowa,15744,2017-07-01
Franklin County, Iowa,10164,2017-07-01
Fremont County, Iowa,6948,2017-07-01
Greene County, Iowa,8981,2017-07-01
Grundy County, Iowa,12333,2017-07-01
Hodgeman County, Kansas,1842,2017-07-01
Jackson County, Kansas,13318,2017-07-01
Jefferson County, Kansas,18998,2017-07-01
Jewell County, Kansas,2850,2017-07-01
Johnson County, Kansas,591178,2017-07-01
Kearny County, Kansas,3960,2017-07-01
Jefferson County, Kentucky,771158,2017-07-01
Jessamine County, Kentucky,53375,2017-07-01
Johnson County, Kentucky,22594,2017-07-01
Kenton County, Kentucky,165399,2017-07-01
Knott County, Kentucky,15291,2017-07-01
Knox County, Kentucky,31227,2017-07-01
Harrison County, Indiana,39898,2017-07-01
Hendricks County, Indiana,163685,2017-07-01
Henry County, Indiana,48476,2017-07-01
Howard County, Indiana,82363,2017-07-01
Huntington County, Indiana,36337,2017-07-01
Jackson County, Indiana,43884,2017-07-01
Guthrie County, Iowa,10670,2017-07-01
Hamilton County, Iowa,15115,2017-07-01
Hancock County, Iowa,10771,2017-07-01
Hardin County, Iowa,17048,2017-07-01
Harrison County, Iowa,14136,2017-07-01
Henry County, Iowa,19863,2017-07-01
Howard County, Iowa,9228,2017-07-01
Kingman County, Kansas,7360,2017-07-01
Kiowa County, Kansas,2485,2017-07-01
Labette County, Kansas,20145,2017-07-01
Lane County, Kansas,1559,2017-07-01
Leavenworth County, Kansas,81095,2017-07-01
Lincoln County, Kansas,3043,2017-07-01
Linn County, Kansas,9726,2017-07-01
Clark County, Kentucky,36046,2017-07-01
Clay County, Kentucky,20366,2017-07-01
Clinton County, Kentucky,10276,2017-07-01
Crittenden County, Kentucky,9084,2017-07-01
Cumberland County, Kentucky,6706,2017-07-01
Daviess County, Kentucky,100374,2017-07-01
Jasper County, Indiana,33447,2017-07-01
Jay County, Indiana,20945,2017-07-01
Jefferson County, Indiana,32089,2017-07-01
Jennings County, Indiana,27626,2017-07-01
Johnson County, Indiana,153897,2017-07-01
Knox County, Indiana,37508,2017-07-01
Humboldt County, Iowa,9564,2017-07-01
Ida County, Iowa,6865,2017-07-01
Iowa County, Iowa,16103,2017-07-01
Jackson County, Iowa,19366,2017-07-01
Jasper County, Iowa,36966,2017-07-01
Jefferson County, Iowa,18422,2017-07-01
Logan County, Kansas,2821,2017-07-01
Lyon County, Kansas,33392,2017-07-01
McPherson County, Kansas,28708,2017-07-01
Marion County, Kansas,11986,2017-07-01
Marshall County, Kansas,9745,2017-07-01
Meade County, Kansas,4303,2017-07-01
Grayson County, Kentucky,26358,2017-07-01
Green County, Kentucky,11065,2017-07-01
Greenup County, Kentucky,35518,2017-07-01
Hancock County, Kentucky,8801,2017-07-01
Hardin County, Kentucky,108071,2017-07-01
Harlan County, Kentucky,26713,2017-07-01
Harrison County, Kentucky,18781,2017-07-01
Kosciusko County, Indiana,79206,2017-07-01
LaGrange County, Indiana,39303,2017-07-01
Lake County, Indiana,485640,2017-07-01
LaPorte County, Indiana,110029,2017-07-01
Lawrence County, Indiana,45666,2017-07-01
Madison County, Indiana,129498,2017-07-01
Johnson County, Iowa,149210,2017-07-01
Jones County, Iowa,20536,2017-07-01
Keokuk County, Iowa,10153,2017-07-01
Kossuth County, Iowa,14999,2017-07-01
Lee County, Iowa,34295,2017-07-01
Linn County, Iowa,224115,2017-07-01
Louisa County, Iowa,11184,2017-07-01
Miami County, Kansas,33461,2017-07-01
Mitchell County, Kansas,6128,2017-07-01
